scientificname,group,basetree
Ascaphus truei,Amphibians,amphibiantree
Assa darlingtoni,Amphibians,amphibiantree
Asterophrys leucopus,Amphibians,amphibiantree
Asterophrys turpicola,Amphibians,amphibiantree
Astylosternus batesi,Amphibians,amphibiantree
Astylosternus diadematus,Amphibians,amphibiantree
Astylosternus fallax,Amphibians,amphibiantree
Astylosternus laticephalus,Amphibians,amphibiantree
Astylosternus laurenti,Amphibians,amphibiantree
Astylosternus montanus,Amphibians,amphibiantree
Astylosternus nganhanus,Amphibians,amphibiantree
Astylosternus occidentalis,Amphibians,amphibiantree
Astylosternus perreti,Amphibians,amphibiantree
Astylosternus ranoides,Amphibians,amphibiantree
Astylosternus rheophilus,Amphibians,amphibiantree
Astylosternus schioetzi,Amphibians,amphibiantree
Atelognathus ceii,Amphibians,amphibiantree
Atelognathus jeinimenensis,Amphibians,amphibiantree
Atelognathus nitoi,Amphibians,amphibiantree
Atelognathus patagonicus,Amphibians,amphibiantree
Atelognathus praebasalticus,Amphibians,amphibiantree
Atelognathus reverberii,Amphibians,amphibiantree
Atelognathus salai,Amphibians,amphibiantree
Atelognathus solitarius,Amphibians,amphibiantree
Atelopus andinus,Amphibians,amphibiantree
Atelopus angelito,Amphibians,amphibiantree
Atelopus ardila,Amphibians,amphibiantree
Atelopus arsyecue,Amphibians,amphibiantree
Atelopus arthuri,Amphibians,amphibiantree
Atelopus balios,Amphibians,amphibiantree
Atelopus barbotini,Amphibians,amphibiantree
Atelopus bomolochos,Amphibians,amphibiantree
Atelopus boulengeri,Amphibians,amphibiantree
Atelopus carauta,Amphibians,amphibiantree
Atelopus carbonerensis,Amphibians,amphibiantree
Atelopus carrikeri,Amphibians,amphibiantree
Atelopus certus,Amphibians,amphibiantree
Atelopus chiriquiensis,Amphibians,amphibiantree
Atelopus chirripoensis,Amphibians,amphibiantree
Atelopus chocoensis,Amphibians,amphibiantree
Atelopus chrysocorallus,Amphibians,amphibiantree
Atelopus coynei,Amphibians,amphibiantree
Atelopus cruciger,Amphibians,amphibiantree
Atelopus dimorphus,Amphibians,amphibiantree
Atelopus ebenoides,Amphibians,amphibiantree
Atelopus elegans,Amphibians,amphibiantree
Atelopus epikeisthos,Amphibians,amphibiantree
Atelopus erythropus,Amphibians,amphibiantree
Atelopus eusebianus,Amphibians,amphibiantree
Atelopus eusebiodiazi,Amphibians,amphibiantree
Atelopus exiguus,Amphibians,amphibiantree
Atelopus famelicus,Amphibians,amphibiantree
Atelopus farci,Amphibians,amphibiantree
Atelopus flavescens,Amphibians,amphibiantree
Atelopus franciscus,Amphibians,amphibiantree
Atelopus galactogaster,Amphibians,amphibiantree
Atelopus gigas,Amphibians,amphibiantree
Atelopus glyphus,Amphibians,amphibiantree
Atelopus guanujo,Amphibians,amphibiantree
Atelopus guitarraensis,Amphibians,amphibiantree
Atelopus halihelos,Amphibians,amphibiantree
Atelopus hoogmoedi,Amphibians,amphibiantree
Atelopus ignescens,Amphibians,amphibiantree
Atelopus laetissimus,Amphibians,amphibiantree
Atelopus limosus,Amphibians,amphibiantree
Atelopus loettersi,Amphibians,amphibiantree
Atelopus longibrachius,Amphibians,amphibiantree
Atelopus longirostris,Amphibians,amphibiantree
Atelopus lozanoi,Amphibians,amphibiantree
Atelopus lynchi,Amphibians,amphibiantree
Atelopus mandingues,Amphibians,amphibiantree
Atelopus marinkellei,Amphibians,amphibiantree
Atelopus mindoensis,Amphibians,amphibiantree
Atelopus minutulus,Amphibians,amphibiantree
Atelopus mittermeieri,Amphibians,amphibiantree
Atelopus monohernandezii,Amphibians,amphibiantree
Atelopus mucubajiensis,Amphibians,amphibiantree
Atelopus muisca,Amphibians,amphibiantree
Atelopus nahumae,Amphibians,amphibiantree
Atelopus nanay,Amphibians,amphibiantree
Atelopus nepiozomus,Amphibians,amphibiantree
Atelopus nicefori,Amphibians,amphibiantree
Atelopus nocturnus,Amphibians,amphibiantree
Atelopus onorei,Amphibians,amphibiantree
Atelopus orcesi,Amphibians,amphibiantree
Atelopus oxapampae,Amphibians,amphibiantree
Atelopus oxyrhynchus,Amphibians,amphibiantree
Atelopus pachydermus,Amphibians,amphibiantree
Atelopus palmatus,Amphibians,amphibiantree
Atelopus pastuso,Amphibians,amphibiantree
Atelopus patazensis,Amphibians,amphibiantree
Atelopus pedimarmoratus,Amphibians,amphibiantree
Atelopus peruensis,Amphibians,amphibiantree
Atelopus petersi,Amphibians,amphibiantree
Atelopus petriruizi,Amphibians,amphibiantree
Atelopus pictiventris,Amphibians,amphibiantree
Atelopus pinangoi,Amphibians,amphibiantree
Atelopus planispina,Amphibians,amphibiantree
Atelopus podocarpus,Amphibians,amphibiantree
Atelopus pulcher,Amphibians,amphibiantree
Atelopus pyrodactylus,Amphibians,amphibiantree
Atelopus quimbaya,Amphibians,amphibiantree
Atelopus reticulatus,Amphibians,amphibiantree
Atelopus sanjosei,Amphibians,amphibiantree
Atelopus seminiferus,Amphibians,amphibiantree
Atelopus senex,Amphibians,amphibiantree
Atelopus sernai,Amphibians,amphibiantree
Atelopus simulatus,Amphibians,amphibiantree
Atelopus siranus,Amphibians,amphibiantree
Atelopus sonsonensis,Amphibians,amphibiantree
Atelopus sorianoi,Amphibians,amphibiantree
Atelopus spumarius,Amphibians,amphibiantree
Atelopus spurrelli,Amphibians,amphibiantree
Atelopus subornatus,Amphibians,amphibiantree
Atelopus tamaensis,Amphibians,amphibiantree
Atelopus tricolor,Amphibians,amphibiantree
Atelopus varius,Amphibians,amphibiantree
Atelopus vermiculatus,Amphibians,amphibiantree
Atelopus vogli,Amphibians,amphibiantree
Atelopus walkeri,Amphibians,amphibiantree
Atelopus zeteki,Amphibians,amphibiantree
Atopophrynus syntomopus,Amphibians,amphibiantree
Atretochoana eiselti,Amphibians,amphibiantree
Aubria masako,Amphibians,amphibiantree
Aubria occidentalis,Amphibians,amphibiantree
Aubria subsigillata,Amphibians,amphibiantree
Austrochaperina adamantina,Amphibians,amphibiantree
Austrochaperina adelphe,Amphibians,amphibiantree
Austrochaperina aquilonia,Amphibians,amphibiantree
Austrochaperina archboldi,Amphibians,amphibiantree
Austrochaperina basipalmata,Amphibians,amphibiantree
Austrochaperina blumi,Amphibians,amphibiantree
Austrochaperina brevipes,Amphibians,amphibiantree
Austrochaperina derongo,Amphibians,amphibiantree
Austrochaperina fryi,Amphibians,amphibiantree
Austrochaperina gracilipes,Amphibians,amphibiantree
Austrochaperina guttata,Amphibians,amphibiantree
Austrochaperina hooglandi,Amphibians,amphibiantree
Austrochaperina kosarek,Amphibians,amphibiantree
Austrochaperina macrorhyncha,Amphibians,amphibiantree
Austrochaperina mehelyi,Amphibians,amphibiantree
Austrochaperina minutissima,Amphibians,amphibiantree
Austrochaperina novaebritanniae,Amphibians,amphibiantree
Austrochaperina palmipes,Amphibians,amphibiantree
Austrochaperina parkeri,Amphibians,amphibiantree
Austrochaperina pluvialis,Amphibians,amphibiantree
Austrochaperina polysticta,Amphibians,amphibiantree
Austrochaperina rivularis,Amphibians,amphibiantree
Austrochaperina robusta,Amphibians,amphibiantree
Austrochaperina septentrionalis,Amphibians,amphibiantree
Austrochaperina yelaensis,Amphibians,amphibiantree
Babina adenopleura,Amphibians,amphibiantree
Babina caldwelli,Amphibians,amphibiantree
Babina chapaensis,Amphibians,amphibiantree
Babina daunchina,Amphibians,amphibiantree
Babina hainanensis,Amphibians,amphibiantree
Babina holsti,Amphibians,amphibiantree
Babina lini,Amphibians,amphibiantree
Babina okinavana,Amphibians,amphibiantree
Babina pleuraden,Amphibians,amphibiantree
Babina subaspera,Amphibians,amphibiantree
Balebreviceps hillmani,Amphibians,amphibiantree
Barbarophryne brongersmai,Amphibians,amphibiantree
Barbourula busuangensis,Amphibians,amphibiantree
Barbourula kalimantanensis,Amphibians,amphibiantree
Barycholos pulcher,Amphibians,amphibiantree
Barycholos ternetzi,Amphibians,amphibiantree
Barygenys apodasta,Amphibians,amphibiantree
Barygenys atra,Amphibians,amphibiantree
Barygenys cheesmanae,Amphibians,amphibiantree
Barygenys exsul,Amphibians,amphibiantree
Barygenys flavigularis,Amphibians,amphibiantree
Barygenys maculata,Amphibians,amphibiantree
Barygenys nana,Amphibians,amphibiantree
Barygenys parvula,Amphibians,amphibiantree
Barygenys resima,Amphibians,amphibiantree
Batrachophrynus brachydactylus,Amphibians,amphibiantree
Batrachophrynus macrostomus,Amphibians,amphibiantree
Batrachoseps altasierrae,Amphibians,amphibiantree
Batrachoseps aridus,Amphibians,amphibiantree
Batrachoseps attenuatus,Amphibians,amphibiantree
Batrachoseps bramei,Amphibians,amphibiantree
Batrachoseps campi,Amphibians,amphibiantree
Batrachoseps diabolicus,Amphibians,amphibiantree
Batrachoseps gabrieli,Amphibians,amphibiantree
Batrachoseps gavilanensis,Amphibians,amphibiantree
Batrachoseps gregarius,Amphibians,amphibiantree
Batrachoseps incognitus,Amphibians,amphibiantree
Batrachoseps kawia,Amphibians,amphibiantree
Batrachoseps luciae,Amphibians,amphibiantree
Batrachoseps major,Amphibians,amphibiantree
Batrachoseps minor,Amphibians,amphibiantree
Batrachoseps nigriventris,Amphibians,amphibiantree
Batrachoseps pacificus,Amphibians,amphibiantree
Batrachoseps regius,Amphibians,amphibiantree
Batrachoseps relictus,Amphibians,amphibiantree
Batrachoseps robustus,Amphibians,amphibiantree
Batrachoseps simatus,Amphibians,amphibiantree
Batrachoseps stebbinsi,Amphibians,amphibiantree
Batrachoseps wrighti,Amphibians,amphibiantree
Batrachuperus karlschmidti,Amphibians,amphibiantree
Batrachuperus londongensis,Amphibians,amphibiantree
Batrachuperus pinchonii,Amphibians,amphibiantree
Batrachuperus tibetanus,Amphibians,amphibiantree
Batrachuperus yenyuanensis,Amphibians,amphibiantree
Batrachyla antartandica,Amphibians,amphibiantree
Batrachyla fitzroya,Amphibians,amphibiantree
Batrachyla leptopus,Amphibians,amphibiantree
Batrachyla nibaldoi,Amphibians,amphibiantree
Batrachyla taeniata,Amphibians,amphibiantree
Batrachylodes elegans,Amphibians,amphibiantree
Batrachylodes gigas,Amphibians,amphibiantree
Batrachylodes mediodiscus,Amphibians,amphibiantree
Batrachylodes minutus,Amphibians,amphibiantree
Batrachylodes montanus,Amphibians,amphibiantree
Batrachylodes trossulus,Amphibians,amphibiantree
Batrachylodes vertebralis,Amphibians,amphibiantree
Batrachylodes wolfi,Amphibians,amphibiantree
Beddomixalus bijui,Amphibians,amphibiantree
Blommersia angolafa,Amphibians,amphibiantree
Blommersia blommersae,Amphibians,amphibiantree
Blommersia dejongi,Amphibians,amphibiantree
Blommersia domerguei,Amphibians,amphibiantree
Blommersia galani,Amphibians,amphibiantree
Blommersia grandisonae,Amphibians,amphibiantree
Blommersia kely,Amphibians,amphibiantree
Blommersia sarotra,Amphibians,amphibiantree
Blommersia variabilis,Amphibians,amphibiantree
Blommersia wittei,Amphibians,amphibiantree
Boehmantis microtympanum,Amphibians,amphibiantree
Bokermannohyla ahenea,Amphibians,amphibiantree
Bokermannohyla alvarengai,Amphibians,amphibiantree
Bokermannohyla astartea,Amphibians,amphibiantree
Bokermannohyla capra,Amphibians,amphibiantree
Bokermannohyla caramaschii,Amphibians,amphibiantree
Bokermannohyla carvalhoi,Amphibians,amphibiantree
Bokermannohyla circumdata,Amphibians,amphibiantree
Bokermannohyla claresignata,Amphibians,amphibiantree
Bokermannohyla clepsydra,Amphibians,amphibiantree
Bokermannohyla diamantina,Amphibians,amphibiantree
Bokermannohyla feioi,Amphibians,amphibiantree
Bokermannohyla flavopicta,Amphibians,amphibiantree
Bokermannohyla gouveai,Amphibians,amphibiantree
Bokermannohyla hylax,Amphibians,amphibiantree
Bokermannohyla ibitiguara,Amphibians,amphibiantree
Bokermannohyla ibitipoca,Amphibians,amphibiantree
Bokermannohyla itapoty,Amphibians,amphibiantree
Bokermannohyla izecksohni,Amphibians,amphibiantree
Bokermannohyla juiju,Amphibians,amphibiantree
Bokermannohyla langei,Amphibians,amphibiantree
Bokermannohyla lucianae,Amphibians,amphibiantree
Bokermannohyla luctuosa,Amphibians,amphibiantree
Bokermannohyla martinsi,Amphibians,amphibiantree
Bokermannohyla nanuzae,Amphibians,amphibiantree
Bokermannohyla napolii,Amphibians,amphibiantree
Bokermannohyla oxente,Amphibians,amphibiantree
Bokermannohyla pseudopseudis,Amphibians,amphibiantree
Bokermannohyla ravida,Amphibians,amphibiantree
Bokermannohyla sagarana,Amphibians,amphibiantree
Bokermannohyla sapiranga,Amphibians,amphibiantree
Bokermannohyla saxicola,Amphibians,amphibiantree
Bokermannohyla sazimai,Amphibians,amphibiantree
Bokermannohyla vulcaniae,Amphibians,amphibiantree
Bolitoglossa adspersa,Amphibians,amphibiantree
Bolitoglossa alberchi,Amphibians,amphibiantree
Bolitoglossa altamazonica,Amphibians,amphibiantree
Bolitoglossa alvaradoi,Amphibians,amphibiantree
Bolitoglossa anthracina,Amphibians,amphibiantree
Bolitoglossa aureogularis,Amphibians,amphibiantree
Bolitoglossa biseriata,Amphibians,amphibiantree
Bolitoglossa borburata,Amphibians,amphibiantree
Bolitoglossa bramei,Amphibians,amphibiantree
Bolitoglossa caldwellae,Amphibians,amphibiantree
Bolitoglossa capitana,Amphibians,amphibiantree
Bolitoglossa carri,Amphibians,amphibiantree
Bolitoglossa cataguana,Amphibians,amphibiantree
Bolitoglossa celaque,Amphibians,amphibiantree
Bolitoglossa centenorum,Amphibians,amphibiantree
Bolitoglossa cerroensis,Amphibians,amphibiantree
Bolitoglossa chica,Amphibians,amphibiantree
Bolitoglossa chinanteca,Amphibians,amphibiantree
Bolitoglossa colonnea,Amphibians,amphibiantree
Bolitoglossa compacta,Amphibians,amphibiantree
Bolitoglossa conanti,Amphibians,amphibiantree
Bolitoglossa copia,Amphibians,amphibiantree
Bolitoglossa cuchumatana,Amphibians,amphibiantree
Bolitoglossa cuna,Amphibians,amphibiantree
Bolitoglossa daryorum,Amphibians,amphibiantree
Bolitoglossa decora,Amphibians,amphibiantree
Bolitoglossa diaphora,Amphibians,amphibiantree
Bolitoglossa digitigrada,Amphibians,amphibiantree
Bolitoglossa diminuta,Amphibians,amphibiantree
Bolitoglossa dofleini,Amphibians,amphibiantree
Bolitoglossa dunni,Amphibians,amphibiantree
Bolitoglossa engelhardti,Amphibians,amphibiantree
Bolitoglossa epimela,Amphibians,amphibiantree
Bolitoglossa equatoriana,Amphibians,amphibiantree
Bolitoglossa eremia,Amphibians,amphibiantree
Bolitoglossa flavimembris,Amphibians,amphibiantree
Bolitoglossa flaviventris,Amphibians,amphibiantree
Bolitoglossa franklini,Amphibians,amphibiantree
Bolitoglossa gomezi,Amphibians,amphibiantree
Bolitoglossa gracilis,Amphibians,amphibiantree
Bolitoglossa guaneae,Amphibians,amphibiantree
Bolitoglossa guaramacalensis,Amphibians,amphibiantree
Bolitoglossa hartwegi,Amphibians,amphibiantree
Bolitoglossa heiroreias,Amphibians,amphibiantree
Bolitoglossa helmrichi,Amphibians,amphibiantree
Bolitoglossa hermosa,Amphibians,amphibiantree
Bolitoglossa hiemalis,Amphibians,amphibiantree
Bolitoglossa huehuetenanguensis,Amphibians,amphibiantree
Bolitoglossa hypacra,Amphibians,amphibiantree
Bolitoglossa indio,Amphibians,amphibiantree
Bolitoglossa insularis,Amphibians,amphibiantree
Bolitoglossa jacksoni,Amphibians,amphibiantree
Bolitoglossa jugivagans,Amphibians,amphibiantree
Bolitoglossa kamuk,Amphibians,amphibiantree
Bolitoglossa kaqchikelorum,Amphibians,amphibiantree
Bolitoglossa la,Amphibians,amphibiantree
Bolitoglossa leandrae,Amphibians,amphibiantree
Bolitoglossa lignicolor,Amphibians,amphibiantree
Bolitoglossa lincolni,Amphibians,amphibiantree
Bolitoglossa longissima,Amphibians,amphibiantree
Bolitoglossa lozanoi,Amphibians,amphibiantree
Bolitoglossa macrinii,Amphibians,amphibiantree
Bolitoglossa madeira,Amphibians,amphibiantree
Bolitoglossa magnifica,Amphibians,amphibiantree
Bolitoglossa marmorea,Amphibians,amphibiantree
Bolitoglossa medemi,Amphibians,amphibiantree
Bolitoglossa meliana,Amphibians,amphibiantree
Bolitoglossa mexicana,Amphibians,amphibiantree
Bolitoglossa minutula,Amphibians,amphibiantree
Bolitoglossa mombachoensis,Amphibians,amphibiantree
Bolitoglossa morio,Amphibians,amphibiantree
Bolitoglossa mucuyensis,Amphibians,amphibiantree
Bolitoglossa mulleri,Amphibians,amphibiantree
Bolitoglossa nicefori,Amphibians,amphibiantree
Bolitoglossa nigrescens,Amphibians,amphibiantree
Bolitoglossa ninadormida,Amphibians,amphibiantree
Bolitoglossa nussbaumi,Amphibians,amphibiantree
Bolitoglossa nympha,Amphibians,amphibiantree
Bolitoglossa oaxacensis,Amphibians,amphibiantree
Bolitoglossa obscura,Amphibians,amphibiantree
Bolitoglossa occidentalis,Amphibians,amphibiantree
Bolitoglossa odonnelli,Amphibians,amphibiantree
Bolitoglossa omniumsanctorum,Amphibians,amphibiantree
Bolitoglossa oresbia,Amphibians,amphibiantree
Bolitoglossa orestes,Amphibians,amphibiantree
Bolitoglossa pacaya,Amphibians,amphibiantree
Bolitoglossa palmata,Amphibians,amphibiantree
Bolitoglossa pandi,Amphibians,amphibiantree
Bolitoglossa paraensis,Amphibians,amphibiantree
Bolitoglossa peruviana,Amphibians,amphibiantree
Bolitoglossa pesrubra,Amphibians,amphibiantree
Bolitoglossa phalarosoma,Amphibians,amphibiantree
Bolitoglossa platydactyla,Amphibians,amphibiantree
Bolitoglossa porrasorum,Amphibians,amphibiantree
Bolitoglossa psephena,Amphibians,amphibiantree
